name,university,cutOffMark,popularity,type,location,description,duration
Grado en Gestión Digital de Información y Comunicación,Universidad de Alicante,7.80,82,carrera universitaria,Alicante,"Grado en gestión digital de la información y la comunicación, con un enfoque en la transformación digital de las empresas.",4 años
Grado en Gestión Digital de Información y Comunicación,Universidad de León,7.60,79,carrera universitaria,León,"Formación en la gestión de la comunicación digital, optimización de recursos y análisis de la información digital en las empresas.",4 años
Grado en Gestión Digital de Información y Comunicación,Universidad de Granada,8.00,86,carrera universitaria,Granada,"Grado enfocado en el uso de herramientas digitales para la gestión de la información y la comunicación dentro de las organizaciones.",4 años
Grado en Gestión Digital de Información y Comunicación,Universidad Politécnica de Valencia,8.20,90,carrera universitaria,Valencia,"Estudios en la gestión de la comunicación digital, con énfasis en el análisis de datos y el marketing digital en empresas tecnológicas.",4 años
Grado en Gestión Empresarial Basada en el Análisis de Datos,Universidad de Madrid,8.40,92,carrera universitaria,Madrid,"Grado especializado en el análisis de datos y la toma de decisiones empresariales, con énfasis en la digitalización de la gestión empresarial.",4 años
Grado en Gestión Empresarial Basada en el Análisis de Datos,Universidad Autónoma de Madrid,8.10,86,carrera universitaria,Madrid,"Formación en el análisis de datos aplicado a la gestión empresarial, con enfoque en herramientas de inteligencia de negocios y Big Data.",4 años
Grado en Gestión Empresarial Basada en el Análisis de Datos,Universidad de Barcelona,8.00,85,carrera universitaria,Barcelona,"Estudios en la gestión empresarial basada en el análisis de datos, enfocados en la optimización de recursos y la toma de decisiones estratégicas.",4 años
Grado en Gestión Empresarial Basada en el Análisis de Datos,Universidad de Salamanca,7.90,84,carrera universitaria,Salamanca,"Grado enfocado en la utilización de herramientas de análisis de datos para mejorar la eficiencia y rentabilidad de las empresas.",4 años
Grado en Gestión Empresarial Basada en el Análisis de Datos,Universidad de Sevilla,8.30,89,carrera universitaria,Sevilla,"Formación avanzada en la gestión de empresas a través del análisis de datos, con herramientas de Big Data y Business Intelligence.",4 años
Grado en Gestión Empresarial Basada en el Análisis de Datos,Universidad de Valencia,8.10,87,carrera universitaria,Valencia,"Grado en el análisis de datos aplicados a la toma de decisiones en empresas, optimizando procesos y maximizando resultados.",4 años
Máster en Gestión Digital de la Información y Comunicación,Universidad de Madrid,0,93,master,Madrid,"Máster especializado en la gestión de la información digital y la comunicación en entornos corporativos, con enfoque en la optimización de recursos y el marketing digital.",1 año
Máster en Gestión Digital de la Información y Comunicación,Universidad de Barcelona,0,91,master,Barcelona,"Máster orientado a la transformación digital de la comunicación en empresas, con énfasis en el uso de Big Data y análisis de datos para mejorar el marketing digital.",1 año
Máster en Gestión Empresarial Basada en el Análisis de Datos,Universidad Politécnica de Valencia,0,95,master,Valencia,"Máster especializado en la integración del análisis de datos en la gestión empresarial, con enfoque en la digitalización y las tecnologías emergentes en el ámbito empresarial.",1 año
Grado Superior en Gestión Digital de Información y Comunicación,Instituto de Formación Profesional,0,80,grado superior,Online,"Formación técnica en la gestión de la información y la comunicación digital, con énfasis en la creación de contenido para plataformas online y redes sociales.",2 años
Grado Superior en Gestión Empresarial Basada en el Análisis de Datos,Instituto de Formación Profesional,0,85,grado superior,Online,"Grado superior en análisis de datos para la toma de decisiones empresariales, con enfoque en herramientas de Business Intelligence y Big Data.",2 años
Grado en Gestión Industrial de la Moda,Universidad de Barcelona,8.10,88,carrera universitaria,Barcelona,"Formación en la gestión de procesos industriales en la moda, desde el diseño hasta la producción y comercialización, con un enfoque global.",4 años
Grado en Gestión Industrial de la Moda,Universidad Politécnica de Valencia,8.00,85,carrera universitaria,Valencia,"Grado enfocado en la gestión de la producción en la industria de la moda, combinando la creatividad con la eficiencia operativa.",4 años
Grado en Gestión Industrial de la Moda,Universidad de Madrid,8.20,90,carrera universitaria,Madrid,"Estudios orientados a la gestión de la cadena de suministro en la industria textil y de la moda, con énfasis en la sostenibilidad y eficiencia.",4 años
Grado en Gestión Industrial de la Moda,Universidad de Salamanca,7.90,82,carrera universitaria,Salamanca,"Grado que combina la gestión empresarial con la industria de la moda, ofreciendo herramientas para la producción, marketing y distribución de productos de moda.",4 años
Grado en Gestión Industrial de la Moda,Universidad de Sevilla,8.10,86,carrera universitaria,Sevilla,"Estudios en la industria de la moda con enfoque en gestión de la producción, control de calidad y técnicas de comercialización en el sector textil.",4 años
Grado en Gestión Industrial de la Moda,Universidad de Zaragoza,8.00,84,carrera universitaria,Zaragoza,"Grado enfocado en la optimización de los procesos industriales aplicados al sector de la moda, con énfasis en la sostenibilidad y la innovación.",4 años
Grado en Gestión Industrial de la Moda,Universidad de Alicante,7.80,80,carrera universitaria,Alicante,"Formación en la gestión de la producción y distribución de productos de moda, combinando conocimientos de logística y administración empresarial.",4 años
Grado en Gestión Industrial de la Moda,Universidad de León,7.70,78,carrera universitaria,León,"Grado en gestión industrial aplicado a la moda, que permite desarrollar competencias para optimizar los procesos y aumentar la rentabilidad en el sector textil.",4 años
Grado en Gestión Logística,Universidad de Barcelona,8.30,92,carrera universitaria,Barcelona,"Grado en logística con enfoque en la gestión de la cadena de suministro, distribución y transporte, optimizando procesos logísticos en empresas.",4 años
Grado en Gestión Logística,Universidad Politécnica de Valencia,8.00,85,carrera universitaria,Valencia,"Formación en la gestión de operaciones logísticas, planificación de recursos, transporte y distribución, con aplicación en diversos sectores industriales.",4 años
Grado en Gestión Logística,Universidad de Madrid,8.20,89,carrera universitaria,Madrid,"Estudios centrados en la gestión de la logística empresarial, análisis de procesos y optimización de la cadena de suministro en empresas multinacionales.",4 años
Grado en Gestión Logística,Universidad de Salamanca,7.90,84,carrera universitaria,Salamanca,"Grado en logística con enfoque en la optimización de la cadena de distribución y transporte en diversas industrias como la automotriz y la textil.",4 años
Grado en Gestión Logística,Universidad de Sevilla,8.00,88,carrera universitaria,Sevilla,"Grado en gestión logística centrado en la gestión de inventarios, transporte y distribución, con especialización en la gestión eficiente de recursos.",4 años
Máster en Gestión Industrial de la Moda,Universidad de Barcelona,0,91,master,Barcelona,"Máster que aborda la gestión de la producción en la industria de la moda, con enfoque en sostenibilidad, innovación y optimización de procesos.",1 año
Máster en Gestión Logística,Universidad Politécnica de Valencia,0,94,master,Valencia,"Máster especializado en la gestión logística avanzada, optimización de la cadena de suministro y la aplicación de nuevas tecnologías en el sector logístico.",1 año
Grado Superior en Gestión Logística,Instituto de Formación Profesional,0,86,grado superior,Online,"Formación técnica en la gestión de la cadena de suministro, distribución, transporte y almacenamiento de productos en empresas de diversas industrias.",2 años
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Gestión y Comunicación de la Moda,Universidad de Barcelona,8.10,88,carrera universitaria,Barcelona,"Estudios en gestión y comunicación del sector de la moda, abarcando desde la creación de marcas hasta su comercialización y gestión empresarial.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad Politécnica de Valencia,7.90,85,carrera universitaria,Valencia,"Formación en la gestión de la comunicación de marcas de moda, con enfoque en estrategias de marketing digital y relaciones públicas en el sector textil.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad de Madrid,8.20,90,carrera universitaria,Madrid,"Grado enfocado en la dirección de comunicación en la industria de la moda, combinando conocimientos de gestión empresarial con marketing y relaciones públicas.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad de Salamanca,7.80,82,carrera universitaria,Salamanca,"Grado que ofrece formación integral en la gestión de la moda, desde la producción hasta la comunicación y promoción de marcas en medios y redes sociales.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad de Sevilla,8.00,86,carrera universitaria,Sevilla,"Estudios orientados a la gestión empresarial de marcas de moda y el desarrollo de campañas de comunicación en medios tradicionales y digitales.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad de Zaragoza,7.70,80,carrera universitaria,Zaragoza,"Formación que combina la gestión empresarial en el sector de la moda con estrategias de comunicación, publicidad y relaciones públicas para marcas de moda.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad de Alicante,7.60,79,carrera universitaria,Alicante,"Grado en gestión de la moda con énfasis en comunicación y publicidad, desarrollando habilidades para gestionar marcas en el mercado global.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad de León,7.50,78,carrera universitaria,León,"Formación en la gestión de empresas del sector de la moda y la creación de estrategias de comunicación para posicionar marcas en el mercado.",4 años
Máster en Gestión y Comunicación de la Moda,Universidad de Barcelona,0,92,master,Barcelona,"Máster especializado en la gestión de marcas de moda, con enfoque en comunicación, marketing digital y tendencias de la industria.",1 año
Máster en Gestión y Comunicación de la Moda,Universidad Politécnica de Valencia,0,89,master,Valencia,"Máster centrado en la gestión de la comunicación en la industria de la moda, con énfasis en estrategias digitales, social media y branding.",1 año
Grado Superior en Gestión y Comunicación de la Moda,Instituto de Formación Profesional,0,85,grado superior,Online,"Formación técnica en la gestión de la moda y su comunicación, incluyendo la planificación y ejecución de estrategias de marketing en la industria textil.",2 años
Grado Superior en Gestión de la Moda,Instituto de Formación Profesional,0,83,grado superior,Madrid,"Formación superior en gestión de la moda con enfoque en estrategias de comunicación para posicionar marcas y empresas en el sector textil.",2 años
Máster en Comunicación y Marketing de Moda,Universidad de Madrid,0,91,master,Madrid,"Máster especializado en la comunicación estratégica de marcas de moda, combinando herramientas de marketing digital, branding y relaciones públicas.",1 año
Máster en Dirección de Comunicación de Moda,Universidad de Salamanca,0,90,master,Salamanca,"Programa de máster centrado en la dirección de comunicación de marcas de moda, incluyendo estudios de marketing digital y la gestión de relaciones públicas.",1 año
Grado en Gestión y Comunicación de la Moda,Universidad de Bilbao,8.30,93,carrera universitaria,Bilbao,"Formación integral en el ámbito de la gestión empresarial de la moda y la creación de estrategias de comunicación y branding para empresas textiles.",4 años
Grado en Gestión y Comunicación de la Moda,Universidad de Valencia,7.80,84,carrera universitaria,Valencia,"Grado en el que se combina la gestión de la producción y la comunicación en la industria de la moda, con enfoque en marketing y tendencias digitales.",4 años
Grado en Global Governance, Economics & Legal Order,Universidad de Barcelona,8.40,91,carrera universitaria,Barcelona,"Grado enfocado en la gobernanza global, la economía internacional y el orden legal, con énfasis en el análisis y la resolución de conflictos internacionales.",4 años
Grado en Global Governance, Economics & Legal Order,Universidad Autónoma de Madrid,8.20,88,carrera universitaria,Madrid,"Formación en los principios de gobernanza global, economía y leyes internacionales, preparando a los estudiantes para trabajar en organizaciones internacionales.",4 años
Grado en Global Governance, Economics & Legal Order,Universidad de Valencia,8.00,85,carrera universitaria,Valencia,"Grado en el que se analizan los sistemas de gobernanza mundial, los principios económicos internacionales y la legislación que regula el orden global.",4 años
Grado en Global Governance, Economics & Legal Order,Universidad de Salamanca,7.90,84,carrera universitaria,Salamanca,"Estudios que combinan economía, derecho y políticas internacionales para formar profesionales capaces de gestionar los desafíos de la gobernanza global.",4 años
Grado en Global Governance, Economics & Legal Order,Universidad de Zaragoza,7.80,83,carrera universitaria,Zaragoza,"Grado que ofrece un enfoque multidisciplinario en economía, política y derecho internacional, enfocado en los problemas globales contemporáneos.",4 años
Máster en Global Governance, Economics & Legal Order,Universidad de Madrid,0,92,master,Madrid,"Máster avanzado en gobernanza global y economía internacional, con especial atención a la interacción entre políticas globales y sistemas legales.",1 año
Máster en Global Governance, Economics & Legal Order,Universidad de Barcelona,0,89,master,Barcelona,"Programa de máster centrado en el análisis de la gobernanza global, políticas económicas y legales internacionales para gestionar conflictos y relaciones internacionales.",1 año
Máster en Gobernanza Global y Derecho Internacional,Universidad de Valencia,0,87,master,Valencia,"Máster que combina estudios de derecho internacional y economía global, preparando a los estudiantes para roles de liderazgo en organizaciones internacionales.",1 año
Grado Superior en Gobernanza Global,Instituto de Formación Profesional,0,80,grado superior,Online,"Grado superior que ofrece una comprensión profunda de la economía, el derecho internacional y los sistemas de gobernanza, preparando a los estudiantes para el ámbito internacional.",2 años
Grado Superior en Gestión de la Gobernanza Global,Instituto de Formación Profesional,0,79,grado superior,Madrid,"Formación en gobernanza global con enfoque en políticas públicas, economía global y el papel del derecho en el mantenimiento del orden internacional.",2 años
Grado en Gobernanza Global y Economía,Universidad de León,7.60,82,carrera universitaria,León,"Grado enfocado en los desafíos de la gobernanza económica y las relaciones internacionales, con un enfoque práctico para abordar problemas globales.",4 años
Grado en Global Governance y Economía,Universidad de Sevilla,7.50,80,carrera universitaria,Sevilla,"Grado que combina el estudio de la economía global, las políticas internacionales y las leyes que rigen las relaciones entre naciones y organizaciones supranacionales.",4 años
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Historia,Universidad de Barcelona,8.50,93,carrera universitaria,Barcelona,"Grado que ofrece una formación en historia, desde la prehistoria hasta la historia contemporánea, con especialización en métodos de investigación y análisis histórico.",4 años
Grado en Historia,Universidad Autónoma de Madrid,8.30,89,carrera universitaria,Madrid,"Programa de historia que cubre todas las etapas de la historia humana, con énfasis en la historia política, social y económica de Europa y el mundo.",4 años
Grado en Historia,Universidad de Salamanca,8.00,87,carrera universitaria,Salamanca,"Estudios de historia en los que se abordan desde las civilizaciones antiguas hasta los eventos más recientes, utilizando fuentes primarias y secundarias para el análisis histórico.",4 años
Grado en Historia,Universidad de Valencia,7.80,85,carrera universitaria,Valencia,"Grado orientado a la investigación histórica con un enfoque multidisciplinar que incluye historia cultural, política, social y económica.",4 años
Grado en Historia,Universidad de Zaragoza,7.60,82,carrera universitaria,Zaragoza,"Estudios en historia que permiten comprender los grandes procesos históricos que han influido en el desarrollo de la humanidad y sus culturas.",4 años
Máster en Historia Contemporánea,Universidad de Barcelona,0,91,master,Barcelona,"Máster en historia contemporánea que profundiza en los eventos más recientes, incluyendo el análisis de conflictos, revoluciones y movimientos sociales del siglo XX y XXI.",1 año
Máster en Historia de la Ciencia,Universidad Autónoma de Madrid,0,88,master,Madrid,"Máster que ofrece una comprensión profunda de la evolución del conocimiento científico y sus implicaciones históricas, con enfoque en la historia de la ciencia moderna.",1 año
Máster en Historia Medieval,Universidad de Salamanca,0,86,master,Salamanca,"Máster centrado en el estudio de la Edad Media, desde el inicio de la civilización medieval hasta su declive, abarcando diferentes aspectos sociales, económicos y culturales.",1 año
Máster en Historia de la Antigüedad,Universidad de Valencia,0,84,master,Valencia,"Máster que aborda los grandes imperios de la antigüedad, las civilizaciones antiguas y su impacto en el mundo moderno, tanto en términos culturales como políticos.",1 año
Grado Superior en Historia,Instituto de Formación Profesional,0,80,grado superior,Online,"Grado superior orientado a la historia y cultura, con énfasis en la investigación histórica, el análisis crítico de documentos y la creación de proyectos de investigación.",2 años
Grado Superior en Ciencias Sociales e Historia,Instituto de Formación Profesional,0,78,grado superior,Madrid,"Programa superior que ofrece una base sólida en las ciencias sociales y la historia, enfocándose en el análisis histórico, la geografía y la antropología.",2 años
Máster en Historia del Arte,Universidad de Sevilla,0,92,master,Sevilla,"Máster especializado en la historia del arte, desde el arte clásico hasta el contemporáneo, con énfasis en el análisis de obras, movimientos artísticos y contextos históricos.",1 año
Grado en Historia de las Religiones,Universidad de León,7.40,83,carrera universitaria,León,"Grado en historia enfocado en el estudio de las religiones y su influencia en la historia, el pensamiento y la cultura humana a lo largo del tiempo.",4 años
Grado en Historia y Arqueología,Universidad de Granada,7.30,80,carrera universitaria,Granada,"Estudios que combinan historia con arqueología, con énfasis en la investigación en excavaciones arqueológicas y el estudio de restos materiales del pasado.",4 años
Grado en Historia y Filosofía,Universidad de Oviedo,7.20,78,carrera universitaria,Oviedo,"Grado que combina historia y filosofía, permitiendo a los estudiantes explorar la evolución del pensamiento humano y sus repercusiones en la historia mundial.",4 años
Máster en Historia Moderna,Universidad de Castilla-La Mancha,0,85,master,Albacete,"Máster centrado en los periodos de la historia moderna, desde la Edad Media hasta el Renacimiento y la Revolución Industrial, con enfoque en la historia política y económica.",1 año
Máster en Historia Global,Universidad de Málaga,0,89,master,Málaga,"Máster que analiza los eventos históricos desde una perspectiva global, abarcando grandes procesos históricos, guerras, revoluciones y relaciones internacionales.",1 año
Grado en Historia y Sociología,Universidad de Alicante,7.50,84,carrera universitaria,Alicante,"Grado que explora la relación entre la historia y la sociología, profundizando en las estructuras sociales, económicas y políticas de diversas épocas históricas.",4 años
Grado en Historia y Ciencias Políticas,Universidad de Murcia,7.40,82,carrera universitaria,Murcia,"Grado que combina historia con ciencias políticas, permitiendo a los estudiantes entender el impacto de los eventos históricos en la política y las relaciones internacionales.",4 años
Grado Superior en Historia y Geografía,Instituto de Formación Profesional,0,77,grado superior,Barcelona,"Grado superior que abarca historia y geografía, proporcionando a los estudiantes herramientas para analizar procesos históricos y geográficos a nivel global.",2 años
Máster en Historia Económica,Universidad de Barcelona,0,90,master,Barcelona,"Máster especializado en el estudio de la historia económica, incluyendo el análisis de sistemas económicos, políticas fiscales y su impacto en la sociedad a lo largo del tiempo.",1 año
Grado en Historia en Contexto Global,Universidad de Cádiz,7.10,81,carrera universitaria,Cádiz,"Grado que ofrece una formación en historia con un enfoque global, permitiendo a los estudiantes comprender los eventos históricos en un contexto mundial.",4 años
Grado en Historia de América Latina,Universidad de Buenos Aires,7.00,79,carrera universitaria,Buenos Aires,"Grado especializado en la historia de América Latina, cubriendo desde la colonización hasta los procesos políticos y sociales más recientes en la región.",4 años
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Historia del Arte,Universidad de Barcelona,8.60,95,carrera universitaria,Barcelona,"Grado en Historia del Arte con enfoque en el análisis de obras de arte, movimientos artísticos, y su contexto histórico.",4 años
Grado en Historia del Arte,Universidad Autónoma de Madrid,8.40,93,carrera universitaria,Madrid,"Estudios de Historia del Arte que cubren desde el arte clásico hasta el contemporáneo, con énfasis en la teoría y crítica del arte.",4 años
Grado en Historia del Arte,Universidad de Salamanca,8.20,91,carrera universitaria,Salamanca,"Grado enfocado en el estudio de la historia del arte, desde el Renacimiento hasta el arte moderno y contemporáneo.",4 años
Grado en Historia del Arte,Universidad de Valencia,8.10,89,carrera universitaria,Valencia,"Programa de Historia del Arte que explora las diferentes corrientes artísticas y sus aplicaciones en el patrimonio cultural y museos.",4 años
Grado en Historia del Arte,Universidad de Granada,7.90,88,carrera universitaria,Granada,"Grado que combina la teoría del arte con la práctica, incluyendo visitas a museos y estudios de conservación del patrimonio.",4 años
Grado en Historia del Arte y Arqueología,Universidad de Sevilla,8.50,94,carrera universitaria,Sevilla,"Estudios combinados en Historia del Arte y Arqueología que incluyen excavaciones, conservación de arte y patrimonio, y el análisis de culturas antiguas.",4 años
Grado en Historia del Arte y Arqueología,Universidad de Zaragoza,8.30,90,carrera universitaria,Zaragoza,"Grado multidisciplinario que forma a los estudiantes en Historia del Arte y Arqueología, con un enfoque en técnicas de excavación y preservación de objetos artísticos.",4 años
Grado en Historia del Arte y Arqueología,Universidad de Alicante,8.00,87,carrera universitaria,Alicante,"Estudios enfocados en la historia y la arqueología de civilizaciones antiguas, así como en el estudio y conservación de los bienes patrimoniales.",4 años
Grado en Historia del Arte y Arqueología,Universidad de Oviedo,7.80,85,carrera universitaria,Oviedo,"Grado que combina Historia del Arte y Arqueología, con énfasis en la investigación, excavación y conservación de sitios arqueológicos.",4 años
Grado en Historia del Arte y Gestión del Patrimonio Artístico,Universidad de Valencia,8.60,96,carrera universitaria,Valencia,"Grado que combina Historia del Arte y Gestión del Patrimonio, formando a los estudiantes en la preservación y difusión de colecciones artísticas.",4 años
Grado en Historia del Arte y Gestión del Patrimonio Artístico,Universidad Autónoma de Madrid,8.40,94,carrera universitaria,Madrid,"Estudios que combinan el análisis artístico con la gestión y administración del patrimonio cultural, en museos, instituciones y colecciones privadas.",4 años
Grado en Historia del Arte y Gestión del Patrimonio Artístico,Universidad de Barcelona,8.20,91,carrera universitaria,Barcelona,"Grado en Historia del Arte con un enfoque práctico en la gestión del patrimonio, incluyendo la restauración y conservación de bienes culturales.",4 años
Grado en Historia del Arte y Gestión del Patrimonio Artístico,Universidad de Salamanca,8.10,89,carrera universitaria,Salamanca,"Formación que abarca la historia del arte y su gestión en espacios públicos, como museos, exposiciones y galerías de arte.",4 años
Grado en Historia del Arte y Patrimonio Histórico-Artístico,Universidad de Murcia,8.50,93,carrera universitaria,Murcia,"Grado que forma a los estudiantes en Historia del Arte y la conservación del patrimonio histórico-artístico de la humanidad.",4 años
Grado en Historia del Arte y Patrimonio Histórico-Artístico,Universidad de Zaragoza,8.30,91,carrera universitaria,Zaragoza,"Estudios que combinan el análisis de las obras de arte con la conservación y gestión del patrimonio cultural histórico-artístico.",4 años
Grado en Historia del Arte y Patrimonio Histórico-Artístico,Universidad de León,8.10,88,carrera universitaria,León,"Grado que proporciona una formación sólida en Historia del Arte y conservación del patrimonio cultural histórico-artístico.",4 años
Grado en Historia del Arte y Patrimonio Histórico-Artístico,Universidad de Valladolid,8.00,87,carrera universitaria,Valladolid,"Grado que ofrece una visión amplia del arte y la historia cultural, con énfasis en la preservación y gestión del patrimonio histórico-artístico.",4 años
Grado en Historia y Ciencias de la Música,Universidad de Oviedo,8.30,92,carrera universitaria,Oviedo,"Grado en Historia y Ciencias de la Música que incluye estudios sobre teoría musical, historia de la música y análisis de géneros musicales.",4 años
Grado en Historia y Ciencias de la Música,Universidad Autónoma de Madrid,8.00,90,carrera universitaria,Madrid,"Estudios que combinan Historia y Ciencias de la Música, cubriendo desde la música antigua hasta los géneros contemporáneos.",4 años
Grado en Historia y Ciencias de la Música,Universidad de Barcelona,8.10,89,carrera universitaria,Barcelona,"Grado orientado al estudio profundo de la historia de la música, desde la música clásica hasta el análisis de música popular.",4 años
Grado en Historia y Ciencias de la Música,Universidad de Valencia,7.80,85,carrera universitaria,Valencia,"Estudios en Historia y Ciencias de la Música que incluyen investigación y análisis sobre las influencias sociales, culturales y artísticas de la música.",4 años
Grado en Historia y Ciencias de la Música y Tecnología Musical,Universidad de Salamanca,8.50,94,carrera universitaria,Salamanca,"Grado que integra la historia de la música con la tecnología, enfocándose en la producción musical y el uso de herramientas tecnológicas en la música contemporánea.",4 años
Grado en Historia y Ciencias de la Música y Tecnología Musical,Universidad de Málaga,8.20,88,carrera universitaria,Málaga,"Formación que abarca tanto la historia musical como la aplicación de la tecnología en la creación y producción de música.",4 años
Grado en Historia y Ciencias de la Música y Tecnología Musical,Universidad de Sevilla,8.00,86,carrera universitaria,Sevilla,"Grado que integra la historia musical y la tecnología, con énfasis en la producción musical digital y la historia de los géneros musicales.",4 años
Grado en Historia y Ciencias de la Música y Tecnología Musical,Universidad de Zaragoza,7.90,84,carrera universitaria,Zaragoza,"Estudios combinados en Historia de la Música y Tecnología Musical, con aplicaciones prácticas en la producción y composición musical moderna.",4 años
Máster en Historia del Arte Contemporáneo,Universidad de Barcelona,0,91,master,Barcelona,"Máster especializado en la historia del arte contemporáneo, desde el siglo XIX hasta la actualidad, con enfoque en la crítica y el análisis de obras modernas.",1 año
Máster en Patrimonio Cultural y Gestión del Arte,Universidad de Salamanca,0,88,master,Salamanca,"Máster que forma a los estudiantes en la gestión del patrimonio cultural y artístico, incluyendo la conservación y el estudio de colecciones y museos.",1 año
Máster en Historia del Arte y Patrimonio,Universidad Autónoma de Madrid,0,85,master,Madrid,"Máster que ofrece formación avanzada en Historia del Arte y su gestión en espacios culturales y museos, con énfasis en la conservación del patrimonio.",1 año
Máster en Historia del Arte y Gestión Cultural,Universidad de Valencia,0,84,master,Valencia,"Máster en Historia del Arte y Gestión Cultural, que integra la preservación de arte y patrimonio con las estrategias de gestión cultural.",1 año
Máster en Musicología y Ciencias Musicales,Universidad de Barcelona,0,92,master,Barcelona,"Máster en Musicología que profundiza en el estudio histórico de la música, con un enfoque en las ciencias musicales y las herramientas tecnológicas de análisis.",1 año
Máster en Gestión del Patrimonio Musical,Universidad de Granada,0,89,master,Granada,"Máster especializado en la gestión del patrimonio musical y la preservación de archivos musicales y sonoros.",1 año
Grado Superior en Conservación y Restauración de Bienes Culturales,Instituto de Formación Profesional,0,80,grado superior,Online,"Grado superior que forma a los estudiantes en la conservación y restauración de obras de arte, con énfasis en materiales y técnicas artísticas.",2 años
Grado Superior en Gestión Cultural,Instituto de Formación Profesional,0,78,grado superior,Madrid,"Grado superior que combina estudios en arte, historia y gestión cultural, preparando a los estudiantes para administrar proyectos artísticos y culturales.",2 años
Grado Superior en Conservación de Patrimonio,Instituto de Formación Profesional,0,75,grado superior,Barcelona,"Formación que abarca las técnicas de conservación del patrimonio histórico-artístico y la restauración de obras de arte.",2 años
Grado Superior en Gestión de Museos,Instituto de Formación Profesional,0,72,grado superior,Sevilla,"Estudios superiores enfocados en la gestión de museos y colecciones artísticas, con formación en curaduría, exposición y conservación.",2 años
Máster en Historia de la Música,Universidad de Oviedo,0,90,master,Oviedo,"Máster que profundiza en el estudio histórico de la música, abarcando desde la música medieval hasta la contemporánea.",1 año
Máster en Gestión del Arte y el Patrimonio,Universidad de Zaragoza,0,87,master,Zaragoza,"Máster enfocado en la gestión del arte y el patrimonio cultural, incluyendo la organización de exposiciones y la conservación de obras artísticas.",1 año
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Historia y Patrimonio,Universidad de Barcelona,8.60,95,carrera universitaria,Barcelona,"Grado que combina la Historia con la conservación del Patrimonio Cultural, formando expertos en la preservación de bienes culturales.",4 años
Grado en Historia y Patrimonio,Universidad Autónoma de Madrid,8.40,93,carrera universitaria,Madrid,"Grado en Historia y Patrimonio que forma profesionales en la conservación del patrimonio histórico-artístico, con énfasis en la restauración y gestión cultural.",4 años
Grado en Historia y Patrimonio,Universidad de Salamanca,8.20,91,carrera universitaria,Salamanca,"Estudios orientados a la historia cultural y la conservación del patrimonio, con formación práctica en restauración y gestión del patrimonio.",4 años
Grado en Historia y Patrimonio,Universidad de Valencia,8.00,89,carrera universitaria,Valencia,"Grado que abarca la historia de las civilizaciones y la preservación del patrimonio, con formación práctica en museos y monumentos.",4 años
Grado en Historia y Patrimonio,Universidad de Granada,7.90,88,carrera universitaria,Granada,"Grado multidisciplinar que ofrece formación en historia, arqueología y conservación del patrimonio histórico y cultural.",4 años
Grado en Historia y Patrimonio Histórico,Universidad de Sevilla,8.50,94,carrera universitaria,Sevilla,"Grado que combina estudios de historia con la conservación de patrimonios históricos, formando expertos en la preservación de monumentos y bienes artísticos.",4 años
Grado en Historia y Patrimonio Histórico,Universidad de Zaragoza,8.30,90,carrera universitaria,Zaragoza,"Estudios centrados en la historia de las civilizaciones y la conservación de su patrimonio histórico, con enfoque en la restauración y protección de monumentos.",4 años
Grado en Historia y Patrimonio Histórico,Universidad de Alicante,8.10,88,carrera universitaria,Alicante,"Grado en Historia y Patrimonio Histórico, combinando el estudio de las civilizaciones y la protección de bienes patrimoniales a nivel cultural.",4 años
Grado en Historia y Patrimonio Histórico,Universidad de León,7.80,86,carrera universitaria,León,"Grado en Historia y Patrimonio Histórico con énfasis en el análisis de la historia de las sociedades y la conservación del patrimonio cultural.",4 años
Grado en Historia y Patrimonio Histórico,Universidad de Valladolid,8.00,87,carrera universitaria,Valladolid,"Grado que abarca la historia global y la conservación del patrimonio histórico-artístico, con enfoque en la preservación de objetos y monumentos.",4 años
Grado en Historia y Política,Universidad de Barcelona,8.60,95,carrera universitaria,Barcelona,"Grado que combina Historia y Política, formando a los estudiantes en el análisis histórico de los eventos políticos y sociales que han marcado la historia mundial.",4 años
Grado en Historia y Política,Universidad Autónoma de Madrid,8.40,93,carrera universitaria,Madrid,"Estudios orientados a la historia política, desde el análisis de sistemas de gobierno hasta los movimientos sociales y las transformaciones políticas a lo largo de los siglos.",4 años
Grado en Historia y Política,Universidad de Salamanca,8.20,91,carrera universitaria,Salamanca,"Grado en Historia y Política que aborda desde la historia antigua hasta la historia política contemporánea, proporcionando una comprensión profunda de los procesos históricos.",4 años
Grado en Historia y Política,Universidad de Valencia,8.00,89,carrera universitaria,Valencia,"Estudios en Historia y Política que exploran el desarrollo de las ideas políticas a lo largo de la historia, desde el Renacimiento hasta la actualidad.",4 años
